# X-Filed  Y-Field    Wavelength  X-Coord Y-Coord     Rays-thru
# (min)    (min)      (micron)    (mm)         (mm)           %
-2.08   0.00    0.52600     39.43735        71.24130        94.95
-2.08   0.00    0.52870     39.45455        73.39820        94.95
-2.08   0.00    0.53140     39.47223        75.56008        94.64
-2.08   0.00    0.53410     39.49036        77.72700        94.01
-2.08   0.00    0.53680     39.50899        79.89906        92.43
-2.08   0.00    0.53950     39.52805        82.07629        92.11
-2.08   0.00    0.54220     39.54759        84.25885        91.80
-2.08   0.00    0.54490     39.56756        86.44671        91.48
-2.08   0.00    0.54760     39.58799        88.64005        90.85
-2.08   0.00    0.55030     39.60885        90.83885        90.54
-2.08   0.00    0.55300     39.63015        93.04326        90.54
-2.08   0.00    0.55570     39.65189        95.25330        89.91
-2.08   0.00    0.55840     39.67400        97.46900        89.27
-1.04   0.00    0.31000     19.81190        -93.06825       92.74
-1.04   0.00    0.31270     19.80143        -91.04393       93.06
-1.04   0.00    0.31540     19.79118        -89.02081       93.38
-1.04   0.00    0.31810     19.78114        -86.99880       94.01
-1.04   0.00    0.32080     19.77130        -84.97787       94.64
-1.04   0.00    0.32350     19.76168        -82.95797       94.95
-1.04   0.00    0.32620     19.75227        -80.93903       94.95
-1.04   0.00    0.32890     19.74308        -78.92102       96.21
-1.04   0.00    0.33160     19.73411        -76.90387       96.85
-1.04   0.00    0.33430     19.72537        -74.88754       97.16
-1.04   0.00    0.33700     19.71683        -72.87195       97.48
-1.04   0.00    0.33970     19.70853        -70.85707       97.79
-1.04   0.00    0.34240     19.70043        -68.84281       98.11
-1.04   0.00    0.34510     19.69257        -66.82912       98.11
-1.04   0.00    0.34780     19.68493        -64.81595       98.42
-1.04   0.00    0.35050     19.67752        -62.80322       98.74
-1.04   0.00    0.35320     19.67033        -60.79088       99.05
-1.04   0.00    0.35590     19.66337        -58.77886       99.05
-1.04   0.00    0.35860     19.65663        -56.76709       99.05
-1.04   0.00    0.36130     19.65013        -54.75550       99.68
-1.04   0.00    0.36400     19.64386        -52.74404       100.00
-1.04   0.00    0.36670     19.63782        -50.73262       100.00
-1.04   0.00    0.36940     19.63201        -48.72118       100.00
-1.04   0.00    0.37210     19.62643        -46.70965       100.00
-1.04   0.00    0.37480     19.62108        -44.69797       100.00
-1.04   0.00    0.37750     19.61596        -42.68606       100.00
-1.04   0.00    0.38020     19.61107        -40.67385       100.00
-1.04   0.00    0.38290     19.60642        -38.66128       100.00
-1.04   0.00    0.38560     19.60200        -36.64827       100.00
-1.04   0.00    0.38830     19.59782        -34.63475       100.00
-1.04   0.00    0.39100     19.59387        -32.62065       100.00
-1.04   0.00    0.39370     19.59016        -30.60589       100.00
-1.04   0.00    0.39640     19.58668        -28.59040       100.00
-1.04   0.00    0.39910     19.58345        -26.57410       100.00
-1.04   0.00    0.40180     19.58045        -24.55692       100.00
-1.04   0.00    0.40450     19.57769        -22.53879       100.00
-1.04   0.00    0.40720     19.57518        -20.51961       100.00
-1.04   0.00    0.40990     19.57290        -18.49933       100.00
-1.04   0.00    0.41260     19.57087        -16.47785       100.00
-1.04   0.00    0.41530     19.56907        -14.45511       100.00
-1.04   0.00    0.41800     19.56752        -12.43102       100.00
-1.04   0.00    0.42070     19.56622        -10.40550       100.00
-1.04   0.00    0.42340     19.56516        -8.37847        100.00
-1.04   0.00    0.42610     19.56434        -6.34985        100.00
-1.04   0.00    0.42880     19.56376        -4.31957        100.00
-1.04   0.00    0.43150     19.56344        -2.28753        100.00
-1.04   0.00    0.43420     19.56336        -0.25367        100.00
-1.04   0.00    0.43690     19.56352        1.78212     100.00
-1.04   0.00    0.43960     19.56393        3.81990     100.00
-1.04   0.00    0.44230     19.56459        5.85976     100.00
-1.04   0.00    0.44500     19.56549        7.90178     100.00
-1.04   0.00    0.44770     19.56665        9.94605     100.00
-1.04   0.00    0.45040     19.56805        11.99266        100.00
-1.04   0.00    0.45310     19.56970        14.04168        100.00
-1.04   0.00    0.45580     19.57160        16.09321        100.00
-1.04   0.00    0.45850     19.57375        18.14732        100.00
-1.04   0.00    0.46120     19.57614        20.20411        100.00
-1.04   0.00    0.46390     19.57879        22.26366        100.00
-1.04   0.00    0.46660     19.58169        24.32606        100.00
-1.04   0.00    0.46930     19.58484        26.39139        100.00
-1.04   0.00    0.47200     19.58823        28.45974        100.00
-1.04   0.00    0.47470     19.59188        30.53121        100.00
-1.04   0.00    0.47740     19.59578        32.60587        100.00
-1.04   0.00    0.48010     19.59993        34.68382        100.00
-1.04   0.00    0.48280     19.60433        36.76514        100.00
-1.04   0.00    0.48550     19.60898        38.84992        100.00
-1.04   0.00    0.48820     19.61388        40.93826        100.00
-1.04   0.00    0.49090     19.61903        43.03023        100.00
-1.04   0.00    0.49360     19.62443        45.12594        100.00
-1.04   0.00    0.49630     19.63007        47.22542        100.00
-1.04   0.00    0.49900     19.63596        49.32880        99.68
-1.04   0.00    0.50170     19.64210        51.43620        99.37
-1.04   0.00    0.50440     19.64848        53.54763        99.05
-1.04   0.00    0.50710     19.65512        55.66327        99.05
-1.04   0.00    0.50980     19.66201        57.78317        98.42
-1.04   0.00    0.51250     19.66914        59.90741        98.42
-1.04   0.00    0.51520     19.67653        62.03613        98.42
-1.04   0.00    0.51790     19.68416        64.16934        98.11
-1.04   0.00    0.52060     19.69204        66.30720        98.11
-1.04   0.00    0.52330     19.70017        68.44977        97.79
-1.04   0.00    0.52600     19.70854        70.59713        97.48
-1.04   0.00    0.52870     19.71716        72.74938        97.16
-1.04   0.00    0.53140     19.72602        74.90659        97.16
-1.04   0.00    0.53410     19.73513        77.06887        96.21
-1.04   0.00    0.53680     19.74447        79.23628        94.32
-1.04   0.00    0.53950     19.75405        81.40893        94.32
-1.04   0.00    0.54220     19.76387        83.58687        94.01
-1.04   0.00    0.54490     19.77393        85.77021        93.69
-1.04   0.00    0.54760     19.78420        87.95900        93.06
-1.04   0.00    0.55030     19.79471        90.15332        92.74
-1.04   0.00    0.55300     19.80545        92.35325        92.43
-1.04   0.00    0.55570     19.81639        94.55883        91.80
-1.04   0.00    0.55840     19.82757        96.77020        91.80
0.00    0.00    0.31000     -0.00000        -93.18157       93.69
0.00    0.00    0.31270     -0.00000        -91.15800       93.69
0.00    0.00    0.31540     -0.00000        -89.13565       94.32
0.00    0.00    0.31810     -0.00000        -87.11444       94.95
0.00    0.00    0.32080     -0.00000        -85.09433       94.95
0.00    0.00    0.32350     -0.00000        -83.07527       94.95
0.00    0.00    0.32620     -0.00000        -81.05721       96.53
0.00    0.00    0.32890     -0.00000        -79.04010       97.16
0.00    0.00    0.33160     -0.00000        -77.02386       97.79
0.00    0.00    0.33430     -0.00000        -75.00846       97.79
0.00    0.00    0.33700     -0.00000        -72.99383       98.42
0.00    0.00    0.33970     -0.00000        -70.97991       99.05
0.00    0.00    0.34240     -0.00000        -68.96664       99.05
0.00    0.00    0.34510     -0.00000        -66.95396       99.68
0.00    0.00    0.34780     -0.00000        -64.94180       99.68
0.00    0.00    0.35050     -0.00000        -62.93011       99.68
0.00    0.00    0.35320     -0.00000        -60.91882       99.68
0.00    0.00    0.35590     -0.00000        -58.90785       99.68
0.00    0.00    0.35860     -0.00000        -56.89715       100.00
0.00    0.00    0.36130     -0.00000        -54.88663       100.00
0.00    0.00    0.36400     -0.00000        -52.87624       100.00
0.00    0.00    0.36670     -0.00000        -50.86592       100.00
0.00    0.00    0.36940     -0.00000        -48.85558       100.00
0.00    0.00    0.37210     -0.00000        -46.84518       100.00
0.00    0.00    0.37480     -0.00000        -44.83463       100.00
0.00    0.00    0.37750     -0.00000        -42.82388       100.00
0.00    0.00    0.38020     -0.00000        -40.81284       100.00
0.00    0.00    0.38290     -0.00000        -38.80144       100.00
0.00    0.00    0.38560     -0.00000        -36.78963       100.00
0.00    0.00    0.38830     -0.00000        -34.77731       100.00
0.00    0.00    0.39100     -0.00000        -32.76442       100.00
0.00    0.00    0.39370     -0.00000        -30.75089       100.00
0.00    0.00    0.39640     -0.00000        -28.73663       100.00
0.00    0.00    0.39910     -0.00000        -26.72158       100.00
0.00    0.00    0.40180     -0.00000        -24.70566       100.00
0.00    0.00    0.40450     -0.00000        -22.68879       100.00
0.00    0.00    0.40720     -0.00000        -20.67089       100.00
0.00    0.00    0.40990     -0.00000        -18.65189       100.00
0.00    0.00    0.41260     -0.00000        -16.63171       100.00
0.00    0.00    0.41530     -0.00000        -14.61027       100.00
0.00    0.00    0.41800     -0.00000        -12.58749       100.00
0.00    0.00    0.42070     -0.00000        -10.56330       100.00
0.00    0.00    0.42340     -0.00000        -8.53760        100.00
0.00    0.00    0.42610     -0.00000        -6.51033        100.00
0.00    0.00    0.42880     -0.00000        -4.48139        100.00
0.00    0.00    0.43150     -0.00000        -2.45071        100.00
0.00    0.00    0.43420     -0.00000        -0.41821        100.00
0.00    0.00    0.43690     -0.00000        1.61619     100.00
0.00    0.00    0.43960     -0.00000        3.65259     100.00
0.00    0.00    0.44230     -0.00000        5.69106     100.00
0.00    0.00    0.44500     -0.00000        7.73168     100.00
0.00    0.00    0.44770     -0.00000        9.77455     100.00
0.00    0.00    0.45040     -0.00000        11.81974        100.00
0.00    0.00    0.45310     -0.00000        13.86734        100.00
0.00    0.00    0.45580     -0.00000        15.91743        100.00
0.00    0.00    0.45850     -0.00000        17.97011        100.00
0.00    0.00    0.46120     -0.00000        20.02545        100.00
0.00    0.00    0.46390     -0.00000        22.08355        100.00
0.00    0.00    0.46660     -0.00000        24.14449        100.00
0.00    0.00    0.46930     -0.00000        26.20835        100.00
0.00    0.00    0.47200     -0.00000        28.27523        100.00
0.00    0.00    0.47470     -0.00000        30.34521        100.00
0.00    0.00    0.47740     -0.00000        32.41839        100.00
0.00    0.00    0.48010     -0.00000        34.49484        100.00
0.00    0.00    0.48280     -0.00000        36.57466        100.00
0.00    0.00    0.48550     -0.00000        38.65794        100.00
0.00    0.00    0.48820     -0.00000        40.74476        100.00
0.00    0.00    0.49090     -0.00000        42.83522        100.00
0.00    0.00    0.49360     -0.00000        44.92940        100.00
0.00    0.00    0.49630     -0.00000        47.02739        100.00
0.00    0.00    0.49900     -0.00000        49.12929        100.00
0.00    0.00    0.50170     -0.00000        51.23518        100.00
0.00    0.00    0.50440     -0.00000        53.34505        99.68
0.00    0.00    0.50710     -0.00000        55.45916        99.68
0.00    0.00    0.50980     -0.00000        57.57748        99.68
0.00    0.00    0.51250     -0.00000        59.70018        99.68
0.00    0.00    0.51520     -0.00000        61.82730        99.05
0.00    0.00    0.51790     -0.00000        63.95896        99.05
0.00    0.00    0.52060     -0.00000        66.09525        98.42
0.00    0.00    0.52330     -0.00000        68.23623        98.42
0.00    0.00    0.52600     -0.00000        70.38202        97.79
0.00    0.00    0.52870     -0.00000        72.53268        97.79
0.00    0.00    0.53140     -0.00000        74.68833        97.79
0.00    0.00    0.53410     -0.00000        76.84902        96.53
0.00    0.00    0.53680     -0.00000        79.01487        94.95
0.00    0.00    0.53950     -0.00000        81.18594        94.95
0.00    0.00    0.54220     -0.00000        83.36233        94.32
0.00    0.00    0.54490     -0.00000        85.54409        94.32
0.00    0.00    0.54760     -0.00000        87.73134        93.69
0.00    0.00    0.55030     -0.00000        89.92411        93.69
0.00    0.00    0.55300     -0.00000        92.12253        93.06
0.00    0.00    0.55570     -0.00000        94.32661        92.43
0.00    0.00    0.55840     -0.00000        96.53646        92.43
1.04    0.00    0.31000     -19.81190       -93.06825       92.74
1.04    0.00    0.31270     -19.80143       -91.04393       93.06
1.04    0.00    0.31540     -19.79118       -89.02081       93.38
1.04    0.00    0.31810     -19.78114       -86.99880       94.01
1.04    0.00    0.32080     -19.77130       -84.97787       94.64
1.04    0.00    0.32350     -19.76168       -82.95797       94.95
1.04    0.00    0.32620     -19.75227       -80.93903       94.95
1.04    0.00    0.32890     -19.74308       -78.92102       96.21
1.04    0.00    0.33160     -19.73411       -76.90387       96.85
1.04    0.00    0.33430     -19.72537       -74.88754       97.16
1.04    0.00    0.33700     -19.71683       -72.87195       97.48
1.04    0.00    0.33970     -19.70853       -70.85707       97.79
1.04    0.00    0.34240     -19.70043       -68.84281       98.11
1.04    0.00    0.34510     -19.69257       -66.82912       98.11
1.04    0.00    0.34780     -19.68493       -64.81595       98.42
1.04    0.00    0.35050     -19.67752       -62.80322       98.74
1.04    0.00    0.35320     -19.67033       -60.79088       99.05
1.04    0.00    0.35590     -19.66337       -58.77886       99.05
1.04    0.00    0.35860     -19.65663       -56.76709       99.05
1.04    0.00    0.36130     -19.65013       -54.75550       99.68
1.04    0.00    0.36400     -19.64386       -52.74404       100.00
1.04    0.00    0.36670     -19.63782       -50.73262       100.00
1.04    0.00    0.36940     -19.63201       -48.72118       100.00
1.04    0.00    0.37210     -19.62643       -46.70965       100.00
1.04    0.00    0.37480     -19.62108       -44.69797       100.00
1.04    0.00    0.37750     -19.61596       -42.68606       100.00
1.04    0.00    0.38020     -19.61107       -40.67385       100.00
1.04    0.00    0.38290     -19.60642       -38.66128       100.00
1.04    0.00    0.38560     -19.60200       -36.64827       100.00
1.04    0.00    0.38830     -19.59782       -34.63475       100.00
1.04    0.00    0.39100     -19.59387       -32.62065       100.00
1.04    0.00    0.39370     -19.59016       -30.60589       100.00
1.04    0.00    0.39640     -19.58668       -28.59040       100.00
1.04    0.00    0.39910     -19.58345       -26.57410       100.00
1.04    0.00    0.40180     -19.58045       -24.55692       100.00
1.04    0.00    0.40450     -19.57769       -22.53879       100.00
1.04    0.00    0.40720     -19.57518       -20.51961       100.00
1.04    0.00    0.40990     -19.57290       -18.49933       100.00
1.04    0.00    0.41260     -19.57087       -16.47785       100.00
1.04    0.00    0.41530     -19.56907       -14.45511       100.00
1.04    0.00    0.41800     -19.56752       -12.43102       100.00
1.04    0.00    0.42070     -19.56622       -10.40550       100.00
1.04    0.00    0.42340     -19.56516       -8.37847        100.00
1.04    0.00    0.42610     -19.56434       -6.34985        100.00
1.04    0.00    0.42880     -19.56376       -4.31957        100.00
1.04    0.00    0.43150     -19.56344       -2.28753        100.00
1.04    0.00    0.43420     -19.56336       -0.25367        100.00
1.04    0.00    0.43690     -19.56352       1.78212     100.00
1.04    0.00    0.43960     -19.56393       3.81990     100.00
1.04    0.00    0.44230     -19.56459       5.85976     100.00
1.04    0.00    0.44500     -19.56549       7.90178     100.00
1.04    0.00    0.44770     -19.56665       9.94605     100.00
1.04    0.00    0.45040     -19.56805       11.99266        100.00
1.04    0.00    0.45310     -19.56970       14.04168        100.00
1.04    0.00    0.45580     -19.57160       16.09321        100.00
1.04    0.00    0.45850     -19.57375       18.14732        100.00
1.04    0.00    0.46120     -19.57614       20.20411        100.00
1.04    0.00    0.46390     -19.57879       22.26366        100.00
1.04    0.00    0.46660     -19.58169       24.32606        100.00
1.04    0.00    0.46930     -19.58484       26.39139        100.00
1.04    0.00    0.47200     -19.58823       28.45974        100.00
1.04    0.00    0.47470     -19.59188       30.53121        100.00
1.04    0.00    0.47740     -19.59578       32.60587        100.00
1.04    0.00    0.48010     -19.59993       34.68382        100.00
1.04    0.00    0.48280     -19.60433       36.76514        100.00
1.04    0.00    0.48550     -19.60898       38.84992        100.00
1.04    0.00    0.48820     -19.61388       40.93826        100.00
1.04    0.00    0.49090     -19.61903       43.03023        100.00
1.04    0.00    0.49360     -19.62443       45.12594        100.00
1.04    0.00    0.49630     -19.63007       47.22542        100.00
1.04    0.00    0.49900     -19.63596       49.32880        99.68
1.04    0.00    0.50170     -19.64210       51.43620        99.37
1.04    0.00    0.50440     -19.64848       53.54763        99.05
1.04    0.00    0.50710     -19.65512       55.66327        99.05
1.04    0.00    0.50980     -19.66201       57.78317        98.42
1.04    0.00    0.51250     -19.66914       59.90741        98.42
1.04    0.00    0.51520     -19.67653       62.03613        98.42
1.04    0.00    0.51790     -19.68416       64.16934        98.11
1.04    0.00    0.52060     -19.69204       66.30720        98.11
1.04    0.00    0.52330     -19.70017       68.44977        97.79
1.04    0.00    0.52600     -19.70854       70.59713        97.48
1.04    0.00    0.52870     -19.71716       72.74938        97.16
1.04    0.00    0.53140     -19.72602       74.90659        97.16
1.04    0.00    0.53410     -19.73513       77.06887        96.21
1.04    0.00    0.53680     -19.74447       79.23628        94.32
1.04    0.00    0.53950     -19.75405       81.40893        94.32
1.04    0.00    0.54220     -19.76387       83.58687        94.01
1.04    0.00    0.54490     -19.77393       85.77021        93.69
1.04    0.00    0.54760     -19.78420       87.95900        93.06
1.04    0.00    0.55030     -19.79471       90.15332        92.74
1.04    0.00    0.55300     -19.80545       92.35325        92.43
1.04    0.00    0.55570     -19.81639       94.55883        91.80
1.04    0.00    0.55840     -19.82757       96.77020        91.80
2.08    0.00    0.31000     -39.63287       -92.72690       90.54
2.08    0.00    0.31270     -39.61236       -90.70044       91.17
2.08    0.00    0.31540     -39.59225       -88.67505       91.17
2.08    0.00    0.31810     -39.57256       -86.65074       91.48
2.08    0.00    0.32080     -39.55325       -84.62739       92.11
2.08    0.00    0.32350     -39.53438       -82.60502       92.43
2.08    0.00    0.32620     -39.51590       -80.58353       92.74
2.08    0.00    0.32890     -39.49787       -78.56292       93.69
2.08    0.00    0.33160     -39.48024       -76.54309       94.64
2.08    0.00    0.33430     -39.46305       -74.52403       95.27
2.08    0.00    0.33700     -39.44627       -72.50563       95.27
2.08    0.00    0.33970     -39.42993       -70.48789       95.27
2.08    0.00    0.34240     -39.41402       -68.47072       95.90
2.08    0.00    0.34510     -39.39856       -66.45408       95.90
2.08    0.00    0.34780     -39.38352       -64.43789       96.21
2.08    0.00    0.35050     -39.36893       -62.42211       96.53
2.08    0.00    0.35320     -39.35479       -60.40666       96.85
2.08    0.00    0.35590     -39.34109       -58.39149       96.85
2.08    0.00    0.35860     -39.32785       -56.37653       97.16
2.08    0.00    0.36130     -39.31503       -54.36171       97.79
2.08    0.00    0.36400     -39.30269       -52.34698       97.79
2.08    0.00    0.36670     -39.29080       -50.33226       98.42
2.08    0.00    0.36940     -39.27935       -48.31749       98.42
2.08    0.00    0.37210     -39.26838       -46.30259       98.42
2.08    0.00    0.37480     -39.25786       -44.28751       98.42
2.08    0.00    0.37750     -39.24779       -42.27216       98.42
2.08    0.00    0.38020     -39.23820       -40.25649       99.05
2.08    0.00    0.38290     -39.22907       -38.24042       99.05
2.08    0.00    0.38560     -39.22039       -36.22387       99.05
2.08    0.00    0.38830     -39.21220       -34.20678       99.05
2.08    0.00    0.39100     -39.20447       -32.18907       99.68
2.08    0.00    0.39370     -39.19721       -30.17067       99.68
2.08    0.00    0.39640     -39.19041       -28.15151       100.00
2.08    0.00    0.39910     -39.18410       -26.13150       100.00
2.08    0.00    0.40180     -39.17826       -24.11058       100.00
2.08    0.00    0.40450     -39.17290       -22.08867       100.00
2.08    0.00    0.40720     -39.16801       -20.06570       100.00
2.08    0.00    0.40990     -39.16359       -18.04158       100.00
2.08    0.00    0.41260     -39.15966       -16.01625       100.00
2.08    0.00    0.41530     -39.15621       -13.98961       100.00
2.08    0.00    0.41800     -39.15323       -11.96160       100.00
2.08    0.00    0.42070     -39.15074       -9.93214        100.00
2.08    0.00    0.42340     -39.14873       -7.90114        100.00
2.08    0.00    0.42610     -39.14721       -5.86852        100.00
2.08    0.00    0.42880     -39.14618       -3.83421        100.00
2.08    0.00    0.43150     -39.14563       -1.79812        100.00
2.08    0.00    0.43420     -39.14557       0.23982     100.00
2.08    0.00    0.43690     -39.14600       2.27970     100.00
2.08    0.00    0.43960     -39.14691       4.32161     100.00
2.08    0.00    0.44230     -39.14832       6.36562     100.00
2.08    0.00    0.44500     -39.15022       8.41182     100.00
2.08    0.00    0.44770     -39.15262       10.46029        100.00
2.08    0.00    0.45040     -39.15550       12.51112        100.00
2.08    0.00    0.45310     -39.15889       14.56439        100.00
2.08    0.00    0.45580     -39.16276       16.62018        100.00
2.08    0.00    0.45850     -39.16713       18.67859        100.00
2.08    0.00    0.46120     -39.17200       20.73969        100.00
2.08    0.00    0.46390     -39.17736       22.80358        100.00
2.08    0.00    0.46660     -39.18322       24.87033        100.00
2.08    0.00    0.46930     -39.18957       26.94004        100.00
2.08    0.00    0.47200     -39.19640       29.01277        99.68
2.08    0.00    0.47470     -39.20374       31.08862        99.68
2.08    0.00    0.47740     -39.21157       33.16770        99.37
2.08    0.00    0.48010     -39.21991       35.25009        99.05
2.08    0.00    0.48280     -39.22872       37.33583        99.05
2.08    0.00    0.48550     -39.23805       39.42508        98.74
2.08    0.00    0.48820     -39.24787       41.51789        98.42
2.08    0.00    0.49090     -39.25818       43.61434        98.42
2.08    0.00    0.49360     -39.26900       45.71455        98.42
2.08    0.00    0.49630     -39.28032       47.81860        98.42
2.08    0.00    0.49900     -39.29212       49.92655        98.11
2.08    0.00    0.50170     -39.30443       52.03852        98.11
2.08    0.00    0.50440     -39.31723       54.15459        97.79
2.08    0.00    0.50710     -39.33053       56.27485        97.16
2.08    0.00    0.50980     -39.34432       58.39938        97.16
2.08    0.00    0.51250     -39.35861       60.52828        96.85
2.08    0.00    0.51520     -39.37338       62.66163        96.53
2.08    0.00    0.51790     -39.38864       64.79952        95.90
2.08    0.00    0.52060     -39.40440       66.94204        95.58
2.08    0.00    0.52330     -39.42063       69.08926        95.27
2.08    0.00    0.52600     -39.43735       71.24130        94.95
2.08    0.00    0.52870     -39.45455       73.39820        94.95
2.08    0.00    0.53140     -39.47223       75.56008        94.64
2.08    0.00    0.53410     -39.49036       77.72700        94.01
2.08    0.00    0.53680     -39.50899       79.89906        92.43
2.08    0.00    0.53950     -39.52805       82.07629        92.11
2.08    0.00    0.54220     -39.54759       84.25885        91.80
2.08    0.00    0.54490     -39.56756       86.44671        91.48
2.08    0.00    0.54760     -39.58799       88.64005        90.85
2.08    0.00    0.55030     -39.60885       90.83885        90.54
2.08    0.00    0.55300     -39.63015       93.04326        90.54
2.08    0.00    0.55570     -39.65189       95.25330        89.91
2.08    0.00    0.55840     -39.67400       97.46900        89.27
3.11    0.00    0.31000     -59.43378       -92.15436       87.07
3.11    0.00    0.31270     -59.40419       -90.12450       87.38
3.11    0.00    0.31540     -59.37516       -88.09560       88.01
3.11    0.00    0.31810     -59.34669       -86.06762       88.33
3.11    0.00    0.32080     -59.31879       -84.04048       88.64
3.11    0.00    0.32350     -59.29149       -82.01422       89.27
3.11    0.00    0.32620     -59.26475       -79.98869       89.27
3.11    0.00    0.32890     -59.23862       -77.96394       90.22
3.11    0.00    0.33160     -59.21310       -75.93986       90.85
3.11    0.00    0.33430     -59.18815       -73.91642       91.17
3.11    0.00    0.33700     -59.16384       -71.89357       91.80
3.11    0.00    0.33970     -59.14014       -69.87125       92.11
3.11    0.00    0.34240     -59.11707       -67.84942       92.43
3.11    0.00    0.34510     -59.09460       -65.82801       92.43
3.11    0.00    0.34780     -59.07278       -63.80698       92.43
3.11    0.00    0.35050     -59.05160       -61.78627       93.06
3.11    0.00    0.35320     -59.03105       -59.76579       93.38
3.11    0.00    0.35590     -59.01116       -57.74554       93.38
3.11    0.00    0.35860     -58.99192       -55.72540       93.69
3.11    0.00    0.36130     -58.97332       -53.70534       94.32
3.11    0.00    0.36400     -58.95539       -51.68530       94.95
3.11    0.00    0.36670     -58.93812       -49.66519       94.95
3.11    0.00    0.36940     -58.92151       -47.64496       95.27
3.11    0.00    0.37210     -58.90557       -45.62455       95.27
3.11    0.00    0.37480     -58.89031       -43.60388       95.58
3.11    0.00    0.37750     -58.87572       -41.58290       95.58
3.11    0.00    0.38020     -58.86181       -39.56153       95.90
3.11    0.00    0.38290     -58.84858       -37.53969       96.21
3.11    0.00    0.38560     -58.83604       -35.51732       96.21
3.11    0.00    0.38830     -58.82418       -33.49436       96.21
3.11    0.00    0.39100     -58.81302       -31.47073       96.53
3.11    0.00    0.39370     -58.80254       -29.44635       96.85
3.11    0.00    0.39640     -58.79276       -27.42115       96.85
3.11    0.00    0.39910     -58.78368       -25.39506       97.48
3.11    0.00    0.40180     -58.77530       -23.36801       97.79
3.11    0.00    0.40450     -58.76761       -21.33992       97.79
3.11    0.00    0.40720     -58.76063       -19.31071       97.79
3.11    0.00    0.40990     -58.75436       -17.28031       97.48
3.11    0.00    0.41260     -58.74879       -15.24864       97.48
3.11    0.00    0.41530     -58.74394       -13.21563       97.48
3.11    0.00    0.41800     -58.73980       -11.18119       97.48
3.11    0.00    0.42070     -58.73637       -9.14525        97.79
3.11    0.00    0.42340     -58.73366       -7.10773        97.79
3.11    0.00    0.42610     -58.73166       -5.06856        97.79
3.11    0.00    0.42880     -58.73038       -3.02765        97.79
3.11    0.00    0.43150     -58.72982       -0.98491        97.79
3.11    0.00    0.43420     -58.72998       1.05972     98.11
3.11    0.00    0.43690     -58.73086       3.10633     98.11
3.11    0.00    0.43960     -58.73247       5.15501     98.11
3.11    0.00    0.44230     -58.73480       7.20583     98.11
3.11    0.00    0.44500     -58.73787       9.25888     97.79
3.11    0.00    0.44770     -58.74165       11.31424        97.48
3.11    0.00    0.45040     -58.74617       13.37199        97.48
3.11    0.00    0.45310     -58.75142       15.43222        97.48
3.11    0.00    0.45580     -58.75740       17.49501        97.79
3.11    0.00    0.45850     -58.76409       19.56044        97.79
3.11    0.00    0.46120     -58.77153       21.62861        97.48
3.11    0.00    0.46390     -58.77971       23.69959        97.48
3.11    0.00    0.46660     -58.78861       25.77347        97.48
3.11    0.00    0.46930     -58.79826       27.85034        97.48
3.11    0.00    0.47200     -58.80864       29.93028        96.85
3.11    0.00    0.47470     -58.81976       32.01339        96.85
3.11    0.00    0.47740     -58.83159       34.09973        96.85
3.11    0.00    0.48010     -58.84418       36.18940        96.53
3.11    0.00    0.48280     -58.85750       38.28250        96.21
3.11    0.00    0.48550     -58.87155       40.37911        96.21
3.11    0.00    0.48820     -58.88634       42.47930        96.21
3.11    0.00    0.49090     -58.90185       44.58317        95.90
3.11    0.00    0.49360     -58.91810       46.69082        95.27
3.11    0.00    0.49630     -58.93509       48.80231        95.27
3.11    0.00    0.49900     -58.95279       50.91775        94.95
3.11    0.00    0.50170     -58.97124       53.03721        94.95
3.11    0.00    0.50440     -58.99040       55.16080        94.64
3.11    0.00    0.50710     -59.01029       57.28857        94.01
3.11    0.00    0.50980     -59.03090       59.42063        94.01
3.11    0.00    0.51250     -59.05223       61.55707        93.38
3.11    0.00    0.51520     -59.07427       63.69796        93.38
3.11    0.00    0.51790     -59.09702       65.84337        92.74
3.11    0.00    0.52060     -59.12048       67.99343        92.43
3.11    0.00    0.52330     -59.14463       70.14817        92.11
3.11    0.00    0.52600     -59.16948       72.30771        91.80
3.11    0.00    0.52870     -59.19501       74.47210        91.80
3.11    0.00    0.53140     -59.22124       76.64143        91.48
3.11    0.00    0.53410     -59.24812       78.81578        90.54
3.11    0.00    0.53680     -59.27567       80.99521        89.59
3.11    0.00    0.53950     -59.30389       83.17981        88.96
3.11    0.00    0.54220     -59.33275       85.36966        88.33
3.11    0.00    0.54490     -59.36223       87.56480        88.01
3.11    0.00    0.54760     -59.39235       89.76533        87.70
3.11    0.00    0.55030     -59.42308       91.97131        87.70
3.11    0.00    0.55300     -59.45441       94.18280        86.75
3.11    0.00    0.55570     -59.48632       96.39982        85.49
3.11    0.00    0.55840     -59.51880       98.62246        85.17
4.20    0.00    0.31000     -80.09435       -91.30254       81.07
4.20    0.00    0.31270     -80.05692       -89.26826       81.70
4.20    0.00    0.31540     -80.02014       -87.23468       82.02
4.20    0.00    0.31810     -79.98404       -85.20181       82.02
4.20    0.00    0.32080     -79.94862       -83.16957       83.28
4.20    0.00    0.32350     -79.91389       -81.13795       83.60
4.20    0.00    0.32620     -79.87989       -79.10695       83.91
4.20    0.00    0.32890     -79.84659       -77.07648       85.17
4.20    0.00    0.33160     -79.81403       -75.04652       85.49
4.20    0.00    0.33430     -79.78222       -73.01705       85.80
4.20    0.00    0.33700     -79.75117       -70.98800       86.12
